dataset,mecanismo,percentual,estrategia,semente,imp_mae,imp_rmse,imp_acc,LogReg_acc,LogReg_macro_f1,LogReg_weighted_f1,RF_Class_acc,RF_Class_macro_f1,RF_Class_weighted_f1,CatBoost_Class_acc,CatBoost_Class_macro_f1,CatBoost_Class_weighted_f1,Ridge_mae,Ridge_rmse,Ridge_r2,RF_Reg_mae,RF_Reg_rmse,RF_Reg_r2,CatBoost_Reg_mae,CatBoost_Reg_rmse,CatBoost_Reg_r2
communities_crime,N/A,0.0,baseline_original,123,,,,,,,,,,,,,0.1566513456265859,0.20030149418430282,0.48976517524964214,0.1403390625,0.17025607322133915,0.6313561915064121,,,
communities_crime,N/A,0.0,baseline_original,999,,,,,,,,,,,,,0.14782595223340195,0.2015378421370626,0.3671454878267988,0.13758437499999995,0.17255653240315186,0.5360689050166404,,,
adult,MCAR,0.01,dropna,42,,,,0.8214557443570885,0.7283984898807628,0.8064165953451,0.8521430382957139,0.7941388605305106,0.8477643187128654,0.8724321582551356,0.8207656006564512,0.8679903474459904,,,,,,,,,
adult,MCAR,0.01,dropna,123,,,,0.8211776727551412,0.7218135948548485,0.8077564081188973,0.8592412824115468,0.7975806504591504,0.8553313048241928,0.8700983522799847,0.8128518902196651,0.8663568398635711,,,,,,,,,
adult,MCAR,0.01,dropna,999,,,,0.8212744351358213,0.7300274221566392,0.8074877685459536,0.8545316070068545,0.7987339317091788,0.8510341635214649,0.8715410002538715,0.8215396235983788,0.868159612192277,,,,,,,,,
adult,MCAR,0.01,mean,42,19292.187534606957,63599.64774603981,0.4463495575221239,0.8206744057490326,0.72674742079637,0.8054774694696842,0.8563847429519071,0.7994935945983014,0.8519803431312564,0.8740740740740741,0.8230213770351715,0.869733859196127,,,,,,,,,
adult,MCAR,0.01,mean,123,19717.09563001325,61829.44615552806,0.4485619469026549,0.8182421227197346,0.7149378881987578,0.8034057753560242,0.8557213930348259,0.7917179450834382,0.8512408963792739,0.8696517412935323,0.8124243067646035,0.8658373426349789,,,,,,,,,
adult,MCAR,0.01,mean,999,19966.19233886386,62959.528711201296,0.459070796460177,0.8199004975124378,0.7246419686177954,0.8051282632383626,0.8536207849640686,0.7943102742529677,0.8492002774743799,0.8737423991155334,0.8232322177880305,0.8701904939135994,,,,,,,,,
adult,MCAR,0.01,median,42,19231.080014749263,61537.31523402108,0.45326327433628316,0.8200110558319513,0.7255196562109116,0.8046631028503541,0.8576008844665561,0.8008308170115479,0.8530865531551618,0.8729684908789387,0.8210488111530272,0.8684180591788229,,,,,,,,,
adult,MCAR,0.01,median,123,18783.191371681416,61683.78974782403,0.439712389380531,0.817910447761194,0.7153079784146368,0.803417612772463,0.8555002763957987,0.7922058794914804,0.8513288307664877,0.8694306246545053,0.8113082781142565,0.8652972227192725,,,,,,,,,
adult,MCAR,0.01,median,999,18964.704277286135,62706.07282334187,0.4637721238938053,0.8212271973466003,0.7268875327906886,0.8066574335015282,0.8527363184079602,0.792790632879172,0.8481772426329033,0.8717523493642897,0.8206240277433197,0.8682160355474738,,,,,,,,,
adult,MCAR,0.01,most_frequent,42,19630.472713864307,67386.77181572684,0.4424778761061947,0.8211166390270868,0.7278510460251046,0.8061448252307346,0.8542841348811498,0.796326245399905,0.8497195757095699,0.8713101160862355,0.8186213098486728,0.8666626931770761,,,,,,,,,
adult,MCAR,0.01,most_frequent,123,18562.578539823007,58425.46970815981,0.45685840707964603,0.8194582642343836,0.7174933342952653,0.8049910281315017,0.8540630182421227,0.7899546701510376,0.8497780095844436,0.8704256495301271,0.8130443732542032,0.8664406796350919,,,,,,,,,
adult,MCAR,0.01,most_frequent,999,18597.2994100295,57804.235656248384,0.4551991150442478,0.8195688225538972,0.7240799937434326,0.8047457117481381,0.8532891100055279,0.7937409379313545,0.8488168707448133,0.8731896075179657,0.8219565221084748,0.869419984374687,,,,,,,,,
adult,MCAR,0.01,constant,42,19080.942477876106,64290.657226882155,0.4444137168141593,0.8218905472636816,0.7241530735442441,0.8048445799860903,0.8550580431177446,0.7980393698723494,0.8507751173912386,0.8723051409618574,0.8204753453735603,0.8678793456595646,,,,,,,,,
adult,MCAR,0.01,constant,123,18311.092182890854,57405.37243758965,0.45464601769911506,0.8164731896075179,0.7083673497293657,0.7999049439461487,0.8517412935323383,0.7857446240061119,0.847047904882764,0.866113875069099,0.8068572879513436,0.8620096763206236,,,,,,,,,
adult,MCAR,0.01,constant,999,18936.362463126843,61898.90671462387,0.4424778761061947,0.8194582642343836,0.7212937297620277,0.8034937264932571,0.8540630182421227,0.7945886211930232,0.8495172044549304,0.872415699281371,0.8214338502924754,0.8688502399479866,,,,,,,,,
adult,MCAR,0.01,knn3,42,18792.524459193704,62370.38121234875,0.4469026548672566,0.820563847429519,0.726308500929048,0.8052393628722646,0.857158651188502,0.8010640071187114,0.8529775388468437,0.872636815920398,0.8210312960267513,0.8682593248361521,,,,,,,,,
adult,MCAR,0.01,knn3,123,19180.808013765978,59517.321297477385,0.4576880530973451,0.819126589275843,0.7164434232040546,0.8044117501180266,0.8541735765616363,0.7897066346781139,0.8497324633528074,0.8692095080154781,0.811456211693303,0.8652523804408665,,,,,,,,,
adult,MCAR,0.01,knn3,999,18554.443461160277,58570.38934695039,0.439712389380531,0.819126589275843,0.7240616512598687,0.8045508010775001,0.854726368159204,0.7954537850738279,0.8501734936317998,0.8730790491984521,0.8214141490580251,0.8691497556625923,,,,,,,,,
adult,MCAR,0.01,knn5,42,19248.982743362834,59728.27116325162,0.45464601769911506,0.8210060807075732,0.7276292016899135,0.8060016010920089,0.8543946932006633,0.7966483226889896,0.8499019776525559,0.871199557766722,0.8187392490967731,0.8666607599964695,,,,,,,,,
adult,MCAR,0.01,knn5,123,19910.83510324484,64673.73656268416,0.4540929203539823,0.819126589275843,0.7165616524692293,0.8044609908866599,0.8538419016030956,0.7892655342140358,0.8494052588266154,0.8707573244886678,0.8136217255031957,0.866821265852488,,,,,,,,,
adult,MCAR,0.01,knn5,999,19896.5244100295,60499.37101643067,0.4444137168141593,0.8207849640685462,0.7275073851778591,0.8067369235591212,0.8516307352128247,0.7917915682719894,0.8472621921942527,0.8736318407960199,0.8228720990423006,0.8699941641358505,,,,,,,,,
adult,MCAR,0.01,knn7,42,17595.98351243152,56969.14533388202,0.43832964601769914,0.8206744057490326,0.7268553148023035,0.805524595930055,0.8557213930348259,0.7976329984124861,0.8509146562945125,0.8734107241569928,0.8211305973194265,0.8686531257024495,,,,,,,,,
adult,MCAR,0.01,knn7,123,18552.392435735354,58990.79901871183,0.44883849557522126,0.81934770591487,0.7164349622328475,0.8045028873180505,0.853510226644555,0.7893441394997792,0.8492813318788036,0.868767274737424,0.8114164715548393,0.8650305042814617,,,,,,,,,
adult,MCAR,0.01,knn7,999,17598.82901390645,55779.028744302115,0.4521570796460177,0.8192371475953566,0.7248290161097712,0.8049280253637738,0.8528468767274737,0.7931192075257218,0.848361156715408,0.8706467661691543,0.8181134723473835,0.8666913690206728,,,,,,,,,
adult,MCAR,0.01,iterative,42,19644.806843785573,62147.45278959727,0.4551991150442478,0.820342730790492,0.7259712347564407,0.8049993620871411,0.855942509673853,0.7983447330148554,0.8513075210266974,0.8705362078496407,0.8176835836053369,0.8659238125100454,,,,,,,,,
adult,MCAR,0.01,iterative,123,18362.99478938385,58452.07854870854,0.44579646017699115,0.8184632393587618,0.7164663411058123,0.8041366704244304,0.8567164179104477,0.793410084978359,0.8523670313459104,0.8690989496959646,0.811130151819946,0.8650731780613898,,,,,,,,,
adult,MCAR,0.01,iterative,999,18227.753138934244,57703.68770220278,0.4521570796460177,0.8201216141514649,0.725959217643991,0.8057894651545711,0.8512990602542841,0.7903115391363391,0.8465105771488776,0.871199557766722,0.8189210193594785,0.8672732889357253,,,,,,,,,
adult,MCAR,0.01,gain,42,17914.246263201443,58253.21911672232,0.45851769911504425,0.8206744057490326,0.7252235821145097,0.8048106973003012,0.8564953012714207,0.7994829984600011,0.8520269930684937,0.8717523493642897,0.8192446043165467,0.8671208969805912,,,,,,,,,
adult,MCAR,0.01,gain,123,19296.147440848676,64300.25162005708,0.44386061946902655,0.8189054726368159,0.7157408005736867,0.8040243142147899,0.8511885019347706,0.7844481543294537,0.8462820984748128,0.8700939745715865,0.811999970069647,0.8658767288191586,,,,,,,,,
adult,MCAR,0.01,gain,999,19966.4965671828,63348.06120010564,0.4410951327433628,0.8176893311221669,0.7193578815952649,0.8019129554883215,0.8528468767274737,0.7928421637102869,0.8482491450192957,0.8729684908789387,0.820140713730219,0.8685823412870315,,,,,,,,,
bank_marketing,MCAR,0.01,dropna,42,,,,0.8339456282145481,0.7359958114464242,0.8237843685739467,0.864070536370316,0.7900841797580072,0.8581186636230386,0.8589272593681117,0.7912336541780113,0.8561321685731655,,,,,,,,,
bank_marketing,MCAR,0.01,dropna,123,,,,0.8197586726998491,0.7161985358318221,0.8092862993087002,0.8567119155354449,0.7832386353859444,0.8517629381160485,0.8597285067873304,0.7932245223730939,0.8568985500037457,,,,,,,,,
bank_marketing,MCAR,0.01,dropna,999,,,,0.8378787878787879,0.7549142095618857,0.8285884835360099,0.8537878787878788,0.780998367545533,0.8462315431924184,0.8606060606060606,0.7957041343669251,0.8551975667527992,,,,,,,,,
bank_marketing,MCAR,0.01,mean,42,360.57699570101494,1603.3561649148235,0.5555555555555556,0.8362014021669854,0.7413948017682735,0.826720742127114,0.8521351179094965,0.7738844798711915,0.8463701738286681,0.8597833014659019,0.7934834633609342,0.8572476496148681,,,,,,,,,
bank_marketing,MCAR,0.01,mean,123,498.96663355381327,3721.351812160055,0.5527065527065527,0.8164435946462715,0.709136224600142,0.8051836397621025,0.8521351179094965,0.7738844798711915,0.8462006166498199,0.8521351179094965,0.7812862011449777,0.8489615942022393,,,,,,,,,
bank_marketing,MCAR,0.01,mean,999,392.7689115482844,1399.0497323092013,0.5299145299145299,0.8311026131293817,0.7454888131625839,0.8212240977485974,0.8393881453154876,0.7649399074474814,0.8328117437824135,0.8502230720203952,0.7837272364139951,0.8452549923486525,,,,,,,,,
bank_marketing,MCAR,0.01,median,42,456.86446886446885,1746.4588830077364,0.5270655270655271,0.8381134480560867,0.7428426519097446,0.828137448459611,0.8559592096876991,0.7797322950469365,0.8503433589882713,0.8565965583173997,0.787657328461226,0.8535891422498483,,,,,,,,,
bank_marketing,MCAR,0.01,median,123,397.36813186813185,1501.2075353203381,0.4928774928774929,0.8170809432759719,0.7090737001922052,0.8054441796382857,0.8438495857233907,0.7625718251034411,0.8380946244594509,0.8521351179094965,0.7784135734530686,0.8478991838633814,,,,,,,,,
bank_marketing,MCAR,0.01,median,999,384.56776556776555,1580.4296884075545,0.5398860398860399,0.8317399617590823,0.7489539140342796,0.8229192507917338,0.8502230720203952,0.7782198763928363,0.843054968652551,0.8413001912045889,0.7722328619775953,0.836583787935616,,,,,,,,,
bank_marketing,MCAR,0.01,most_frequent,42,386.82783882783883,1547.6944509666996,0.5185185185185185,0.8393881453154876,0.746116504854369,0.8299727115780876,0.8534098151688974,0.7768550581251545,0.8480784719144908,0.8527724665391969,0.7815244025570468,0.8495122314685851,,,,,,,,,
bank_marketing,MCAR,0.01,most_frequent,123,334.2765567765568,1315.0961726137914,0.5014245014245015,0.8164435946462715,0.7098474341192788,0.8054589219526382,0.8527724665391969,0.777147811223188,0.8477253068299229,0.8559592096876991,0.7860220426370061,0.8525286240129718,,,,,,,,,
bank_marketing,MCAR,0.01,most_frequent,999,303.2637362637363,1031.1070333800049,0.5242165242165242,0.8330146590184832,0.7503097757952126,0.824038935257818,0.8489483747609943,0.7791633038114734,0.8428560272971471,0.8451242829827916,0.7763647593557481,0.8399870771945642,,,,,,,,,
bank_marketing,MCAR,0.01,constant,42,448.8864468864469,2092.0753204701177,0.51994301994302,0.8362014021669854,0.7407623611581676,0.8264770460978096,0.8527724665391969,0.775116850336637,0.8471293794615706,0.8616953473550032,0.7973742862158952,0.8595852672950098,,,,,,,,,
bank_marketing,MCAR,0.01,constant,123,436.1868131868132,1946.4233678056598,0.5185185185185185,0.8151688973868706,0.707832485745107,0.804107942243976,0.8457616316124921,0.766797773235589,0.8405723309524546,0.8591459528362014,0.7918794644009323,0.8562049292386952,,,,,,,,,
bank_marketing,MCAR,0.01,constant,999,372.2014652014652,1568.1358873427268,0.5612535612535613,0.8311026131293817,0.7466154760272408,0.8216840691477966,0.8489483747609943,0.7796245142562854,0.8430400911952519,0.8546845124282982,0.7912316986628819,0.8502831611844545,,,,,,,,,
bank_marketing,MCAR,0.01,knn3,42,333.4224664224664,1270.7005192112772,0.5142450142450142,0.8374760994263862,0.7421478495403265,0.8275835451929272,0.8578712555768006,0.7838919061145607,0.8527942413980194,0.8553218610579987,0.788036695718932,0.8531145422855634,,,,,,,,,
bank_marketing,MCAR,0.01,knn3,123,313.32783882783883,1157.0873191348023,0.5213675213675214,0.8196303377947738,0.7138346722349507,0.8084297484640168,0.8559592096876991,0.7836670099419685,0.8516551536940172,0.8572339069471001,0.7883733477205287,0.8540024617096519,,,,,,,,,
bank_marketing,MCAR,0.01,knn3,999,303.7167277167277,1408.631600727808,0.5327635327635327,0.82855321861058,0.7422208676861926,0.8187600114021967,0.8623326959847036,0.7980954832067946,0.8565259422872654,0.8527724665391969,0.7891223511491421,0.8485635841990193,,,,,,,,,
bank_marketing,MCAR,0.01,knn5,42,316.3117216117216,1491.188079493968,0.5071225071225072,0.8349267049075845,0.7381031099252728,0.8248789733528162,0.8616953473550032,0.7887461321344165,0.8563942655548088,0.8591459528362014,0.7905291728612016,0.8558602941068862,,,,,,,,,
bank_marketing,MCAR,0.01,knn5,123,380.0849816849817,1388.3520316054583,0.5413105413105413,0.8209050350541747,0.7165533987760511,0.8100533417857563,0.8451242829827916,0.765571074143873,0.83981493315875,0.8565965583173997,0.7881125768787771,0.8536023035235586,,,,,,,,,
bank_marketing,MCAR,0.01,knn5,999,329.1333333333333,1393.3021033007417,0.5313390313390314,0.8279158699808795,0.7409751265683469,0.817968854232911,0.8559592096876991,0.7896333649738965,0.8502375704161339,0.8527724665391969,0.7882708602907458,0.8482290508565692,,,,,,,,,
bank_marketing,MCAR,0.01,knn7,42,371.1512297226583,1606.6707902778999,0.5085470085470085,0.8381134480560867,0.7447244356760357,0.828863113847736,0.858508604206501,0.7860706845384329,0.8539068524641702,0.8572339069471001,0.7892798043024678,0.8544882866382261,,,,,,,,,
bank_marketing,MCAR,0.01,knn7,123,328.3652537938252,1061.4967340687692,0.5370370370370371,0.8177182919056724,0.7111561119293077,0.8065365311526435,0.8502230720203952,0.7732888988634162,0.8450885156061985,0.8527724665391969,0.7819948572201922,0.8495265135391085,,,,,,,,,
bank_marketing,MCAR,0.01,knn7,999,345.3605442176871,1557.3077355711657,0.5284900284900285,0.8298279158699808,0.7441374411606447,0.8201075206111024,0.8502230720203952,0.7801033537794504,0.843812578592047,0.8540471637985978,0.7892490942076803,0.849205928714219,,,,,,,,,
bank_marketing,MCAR,0.01,iterative,42,309.08913460128286,1125.7260695987536,0.5313390313390314,0.8349267049075845,0.7393823099532406,0.8253722654121501,0.8534098151688974,0.7788569957839004,0.8488269854372181,0.858508604206501,0.7916060403005791,0.8559499009750035,,,,,,,,,
bank_marketing,MCAR,0.01,iterative,123,353.57081849342785,1438.1489262308712,0.5270655270655271,0.8170809432759719,0.7105011581805218,0.8059975412544913,0.8463989802421925,0.7653816490525087,0.8403358610967606,0.8527724665391969,0.7843016595201466,0.8503713409536872,,,,,,,,,
bank_marketing,MCAR,0.01,iterative,999,294.4030585072156,961.2035964504104,0.5384615384615384,0.834289356277884,0.7511213388712913,0.824936392909116,0.8457616316124921,0.7728318096970277,0.83887062481733,0.8527724665391969,0.7886979562924679,0.8483970080848485,,,,,,,,,
bank_marketing,MCAR,0.01,gain,42,399.95578473176755,1785.4163233608233,0.5185185185185185,0.8362014021669854,0.7413948017682735,0.826720742127114,0.8616953473550032,0.789227918712907,0.8565753659835507,0.8636073932441045,0.7969435641887805,0.8603446474393944,,,,,,,,,
bank_marketing,MCAR,0.01,gain,123,429.468614560939,1969.237969044876,0.5056980056980057,0.8087954110898662,0.6625012906260397,0.7833036960042042,0.8151688973868706,0.6924943230968859,0.7980860606038052,0.8196303377947738,0.7117009195791868,0.8076007047228281,,,,,,,,,
bank_marketing,MCAR,0.01,gain,999,401.008722008671,1844.107803395621,0.5170940170940171,0.8311026131293817,0.7454888131625839,0.8212240977485974,0.8476736775015934,0.7777648055158322,0.8417155350028069,0.8495857233906947,0.7852031463907001,0.845538390261475,,,,,,,,,
air_quality_uci,MCAR,0.01,dropna,42,,,,,,,,,,,,,0.48427396207027923,0.6675490089830756,0.9929435070462058,0.08266891891891946,0.28750672142554695,0.9986910634175236,,,
air_quality_uci,MCAR,0.01,dropna,123,,,,,,,,,,,,,0.42484087730704734,0.5262367776490511,0.9952468215520368,0.052039735099337375,0.10255387858703839,0.9998194797585475,,,
air_quality_uci,MCAR,0.01,dropna,999,,,,,,,,,,,,,0.42176460354481254,0.5267495972156606,0.9938437037556307,0.04261643835616369,0.09662744441254026,0.9997928370566292,,,
air_quality_uci,MCAR,0.01,mean,42,182.281415625,308.6554651917182,,,,,,,,,,,0.5508799785401752,0.8030317448598132,0.9891617989468393,0.0922710843373499,0.28995279009164193,0.9985869863419757,,,
air_quality_uci,MCAR,0.01,mean,123,173.61891145833332,309.92125139511563,,,,,,,,,,,0.5224672456128182,0.7909001402728905,0.9891195787228843,0.13824698795180712,0.6294896527279594,0.9931074552024458,,,
air_quality_uci,MCAR,0.01,mean,999,162.5407145833333,265.94944920634043,,,,,,,,,,,0.4550792065806056,0.5849514147597782,0.9922328730719588,0.06922891566265084,0.1859041079411574,0.9992154894577906,,,
air_quality_uci,MCAR,0.01,median,42,152.13478229166665,277.452152912487,,,,,,,,,,,0.5663358479638421,0.8977777245121034,0.9864534274708985,0.13656626506024186,0.5860870448119344,0.9942268077672579,,,
air_quality_uci,MCAR,0.01,median,123,205.31108749999999,352.46683758408005,,,,,,,,,,,0.5119707716325342,0.7423230509485992,0.9904150842628511,0.14796385542168666,0.7748625062644715,0.9895563646450429,,,
air_quality_uci,MCAR,0.01,median,999,176.38847708333333,300.36981253723474,,,,,,,,,,,0.5604343882438706,0.8212802462712329,0.9846889996920222,0.11038554216867433,0.451126955657143,0.9953802511454466,,,
air_quality_uci,MCAR,0.01,most_frequent,42,188.735446875,321.77227106568756,,,,,,,,,,,0.6719748967113226,1.04327212420288,0.9817069137440085,0.13399397590361486,0.4524572601795198,0.9965592992816927,,,
air_quality_uci,MCAR,0.01,most_frequent,123,156.72973958333333,264.0755053215502,,,,,,,,,,,0.5452050406861758,0.718957242705685,0.991008988934893,0.06625903614457768,0.144549132848416,0.9996365594447698,,,
air_quality_uci,MCAR,0.01,most_frequent,999,151.382140625,258.82441593496975,,,,,,,,,,,0.4697365639996875,0.5881106789042462,0.9921487475540888,0.05110843373493977,0.11538495026210335,0.9996977828224565,,,
air_quality_uci,MCAR,0.01,constant,42,162.68270625,271.2926751652777,,,,,,,,,,,0.8849018641531526,1.286099224010921,0.9722002604051326,0.09766867469879566,0.26161255036030856,0.9988497058142208,,,
air_quality_uci,MCAR,0.01,constant,123,144.97418229166666,262.7858248898535,,,,,,,,,,,0.904107181909048,1.5083451397443655,0.9604265546635776,0.16769879518072267,1.180217424322613,0.9757715043169806,,,
air_quality_uci,MCAR,0.01,constant,999,182.79589375,300.6835495798289,,,,,,,,,,,0.8274745403328467,1.224514240633737,0.9659632181412721,0.12901807228915588,0.6866060979447683,0.9892987102478756,,,
air_quality_uci,MCAR,0.01,knn3,42,190.91558854166666,309.5355084725675,,,,,,,,,,,0.4737752413206686,0.6544162132554631,0.9928021983196543,0.08059036144578349,0.2574754170041214,0.9988857995851298,,,
air_quality_uci,MCAR,0.01,knn3,123,160.606975,257.2876980796489,,,,,,,,,,,0.4403293086360326,0.5662499179979096,0.9944227680043087,0.07725301204819124,0.3577813999084941,0.9977734219471348,,,
air_quality_uci,MCAR,0.01,knn3,999,169.95162395833333,298.41511823702393,,,,,,,,,,,0.4224050880284825,0.5271446373655788,0.9936921639543496,0.04925903614457798,0.09161039163447351,0.9998094932840751,,,
air_quality_uci,MCAR,0.01,knn5,42,196.95039583333335,308.21503088578436,,,,,,,,,,,0.47426516733443597,0.6528893303292284,0.9928357469362996,0.07719277108433811,0.24659520021907322,0.9989779761897937,,,
air_quality_uci,MCAR,0.01,knn5,123,155.93715104166665,257.95797941493,,,,,,,,,,,0.42779737504857457,0.5330693869447238,0.9950572358146997,0.08394578313253015,0.22605624899755472,0.9991111357487802,,,
air_quality_uci,MCAR,0.01,knn5,999,199.73379270833334,353.4029848778485,,,,,,,,,,,0.42904307754068244,0.5417465512825771,0.9933378697143739,0.05845783132530067,0.16947036560790438,0.9993480589258331,,,
air_quality_uci,MCAR,0.01,knn7,42,164.340921875,292.15254711539524,,,,,,,,,,,0.46747526740611617,0.648166684999731,0.9929390166806031,0.08690963855421702,0.2535498453882107,0.9989195156631488,,,
air_quality_uci,MCAR,0.01,knn7,123,178.69793125,292.5263054517544,,,,,,,,,,,0.4246578517579162,0.5242473165275022,0.9952194833167393,0.07124698795180694,0.242000037339438,0.9989813305732512,,,
air_quality_uci,MCAR,0.01,knn7,999,173.38904166666666,285.5683210945522,,,,,,,,,,,0.4167673802130479,0.5190930969478014,0.993883382569165,0.06806626506024138,0.1703068633697519,0.999341607141161,,,
air_quality_uci,MCAR,0.01,iterative,42,174.72938182029762,272.36679392315693,,,,,,,,,,,0.48249532905991926,0.6675331606175239,0.992510764885002,0.09362048192771079,0.28080565032244714,0.9986747327673646,,,
air_quality_uci,MCAR,0.01,iterative,123,175.98540799058205,287.69025506390597,,,,,,,,,,,0.435574926266621,0.5417025013075588,0.9948958422557567,0.0569939759036142,0.1561380104691143,0.9995759474409803,,,
air_quality_uci,MCAR,0.01,iterative,999,160.141446875,287.6178721156947,,,,,,,,,,,0.4211025708681693,0.5200889811730299,0.9938598904977518,0.04678915662650534,0.08912421952546917,0.9998196931233894,,,
air_quality_uci,MCAR,0.01,gain,42,160.0365201586458,271.77167552421486,,,,,,,,,,,6.103486867287608,7.73336076655387,-0.005144075081507715,5.847891566265059,7.7326998316724405,-0.0049722723139107305,,,
air_quality_uci,MCAR,0.01,gain,123,156.9287397749812,246.76151667695166,,,,,,,,,,,6.054306180850482,7.593095817906097,-0.002859670080958665,5.968457831325302,7.73002324144326,-0.039355228937165254,,,
air_quality_uci,MCAR,0.01,gain,999,165.89528313928227,267.7720285378185,,,,,,,,,,,5.50032535588648,6.695895524514064,-0.01774305739961224,5.327698795180722,6.640450905542158,-0.0009582221602164598,,,
communities_crime,MCAR,0.01,dropna,42,,,,,,,,,,,,,0.21838609727094233,0.2938399000552764,-0.22072582083572123,0.1328318181818182,0.16880064223272911,0.5971486856365001,,,
communities_crime,MCAR,0.01,dropna,123,,,,,,,,,,,,,0.21913240012378207,0.28896991771069397,-0.25196463229349675,0.1766842105263157,0.21408366785466196,0.3128463377356928,,,
communities_crime,MCAR,0.01,dropna,999,,,,,,,,,,,,,0.15527523344982713,0.2047771710165633,0.18857389327295793,0.12960499999999991,0.1626522256226455,0.4880754948818674,,,
communities_crime,MCAR,0.01,mean,42,0.1900949538832646,0.27354842707663724,,,,,,,,,,,0.17857230903261695,0.2234814479968712,0.30477143073083723,0.10869687500000003,0.14280787574570247,0.7161107317199163,,,
communities_crime,MCAR,0.01,mean,123,0.18552974120597068,0.26807178781841456,,,,,,,,,,,0.1556623158780743,0.19831593595654323,0.4998307975825148,0.14373124999999998,0.17388757682767333,0.6154623836182714,,,
communities_crime,MCAR,0.01,mean,999,0.1981757872483104,0.2723717944505805,,,,,,,,,,,0.16397166035367064,0.2203041184917387,0.24380133775437185,0.13385312499999996,0.16911523622961946,0.5543887510646207,,,
communities_crime,MCAR,0.01,median,42,0.18536885245901638,0.26543049371640687,,,,,,,,,,,0.16193854228830643,0.20152574649334193,0.43466518127231624,0.11181093749999998,0.14677731059755114,0.7001096376812579,,,
communities_crime,MCAR,0.01,median,123,0.18693989071038253,0.27044892854441055,,,,,,,,,,,0.1533896156299678,0.19861371162381233,0.4983276401659785,0.14630156249999995,0.17513194177890562,0.6099390763481529,,,
communities_crime,MCAR,0.01,median,999,0.2004371584699454,0.2861111022689089,,,,,,,,,,,0.14940571334715103,0.19316910841765322,0.4186120543214793,0.1316015625,0.1656601722088022,0.5724106404612475,,,
communities_crime,MCAR,0.01,most_frequent,42,0.19674863387978145,0.27825421800228933,,,,,,,,,,,0.16753007635302547,0.21816256139285692,0.3374706762820646,0.10650625,0.14066283824272846,0.7245749673406079,,,
communities_crime,MCAR,0.01,most_frequent,123,0.21404371584699455,0.3032285293035709,,,,,,,,,,,0.15397287053091308,0.18728973222305906,0.553902636648149,0.13742968749999995,0.16749118213729935,0.6432322294216986,,,
communities_crime,MCAR,0.01,most_frequent,999,0.20423497267759563,0.2908847442308199,,,,,,,,,,,0.1384303641270574,0.19424607580624279,0.41211120854067607,0.13304531249999998,0.16823697618612266,0.559005086518129,,,
